ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
16953-20060216,1651901,6980,3,R CARLSON & SONS INC,"R. CARLSON & SONS, INC.",19140  104TH AVE  1ST,MOKENA,IL,60448,,,,,1010,Limited Business License,,,16953,RENEW,,2005-12-21T00:00:00,2006-01-24T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-24T00:00:00,2006-01-25T00:00:00,AAI,,,,,
29689-20060216,1652011,7558,3,BANK BUILDING CORP,BANK BUILDING CORP,13537  BARRETT PARKWAY DR  200,MANCHESTER,MO,63021,,,,,1010,Limited Business License,,,29689,RENEW,,2005-12-21T00:00:00,2006-02-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-23T00:00:00,2006-02-24T00:00:00,AAC,2006-10-23T00:00:00,,,,
1594885-20060216,1652038,7700,1,WARNING CHARTER SERVICE INC,WARNING CHARTER SERVICE INC,4845 W 167TH ST  300,OAK FOREST,IL,60452,,,,,1010,Limited Business License,,,1594885,RENEW,,2005-12-21T00:00:00,2006-02-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-23T00:00:00,2008-06-18T00:00:00,AAI,,,,,
19433-20060216,1652079,7937,2,INTERNATIONAL PIPING SYSTEMS INC,INT'L PIPING SYSTEMS INC,444 E STATE PKWY  123,SCHAUMBURG,IL,60173,,,,,1010,Limited Business License,,,19433,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
19493-20060216,1652087,7946,1,STONEGATE DEVELOPMENT OF ILL,STONEGATE DEVELOPMENT CO,2000  SPRING RD  500,OAKBROOK,IL,60523,,,,,1010,Limited Business License,,,19493,RENEW,,2005-12-21T00:00:00,2006-01-17T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-17T00:00:00,2006-01-18T00:00:00,AAI,,,,,
1226162-20060216,1652096,8007,3,L R HEIN CONSTRUCTION CORP,LR HEIN CONSTRUCTION CORPORATION,1480  INDUSTRIAL DR  A,ITASCA,IL,60143,,,,,1010,Limited Business License,,,1226162,RENEW,,2005-12-21T00:00:00,2006-01-17T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-17T00:00:00,2006-01-18T00:00:00,AAI,,,,,
83487-20060216,1652376,9856,2,SHAMROCK DEVELOPMENT INC,SHAMROCK DEVELOPMENT INC,5775  NIMTZ PKWY  200,SOUTH BEND,IN,46628,,,,,1010,Limited Business License,,,83487,RENEW,,2005-12-21T00:00:00,2006-01-20T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-20T00:00:00,2006-01-23T00:00:00,AAI,,,,,
1227719-20060216,1652500,10805,2,CARDI ASPHALT PAVING CO.,CARDI ASPHALT PAVING COMPANY,1098 S MILWAUKEE   303C,WHEELING,IL,60090,,,,,1010,Limited Business License,,,1227719,RENEW,,2005-12-21T00:00:00,2006-02-03T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-03T00:00:00,2006-02-06T00:00:00,AAI,,,,,
26951-20060216,1652561,11204,3,CHICAGO HEIGHTS GLASS INC.,"CHICAGO HEIGHTS GLASS, INC",16500  VINCENNES RD  1,SOUTH HOLLAND,IL,60473,,,,,1010,Limited Business License,,,26951,RENEW,,2005-12-21T00:00:00,2006-01-17T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-17T00:00:00,2006-01-18T00:00:00,AAI,,,,,
27419-20060216,1652574,11308,2,RUPP INDUSTRIES INC,RUPP INDUSTRIES INC,3700 W PRESERVE BLVD  39 WE,BURNSVILLE,MN,55337,,,,,1010,Limited Business License,,,27419,RENEW,,2005-12-21T00:00:00,2006-01-30T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-30T00:00:00,2006-01-31T00:00:00,AAI,,,,,
29476-20060216,1652701,11678,2,MODERN AIR SYSTEM INC,MODERN AIR SYSTEM INC,30 W 687 ARMY TRAIL RD  1,WAYNE,IL,60184,,,,,1010,Limited Business License,,,29476,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
29665-20060216,1652712,11719,2,TIMOTHY FITTING,TIM'S HEATING,10505 S KILBOURN AVE  1,OAK LAWN,IL,60453,,,,,1010,Limited Business License,,,29665,RENEW,,2005-12-21T00:00:00,2006-01-17T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-17T00:00:00,2006-01-18T00:00:00,AAI,,,,,
31897-20060216,1652886,14435,1,ALL SEALANTS INC,ALL SEALANTS INC,8453 W 192ND ST  89,MOKENA,IL,60448,,,,,1010,Limited Business License,,,31897,RENEW,,2005-12-21T00:00:00,2006-01-17T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-17T00:00:00,2006-01-18T00:00:00,AAI,,,,,
53987-20060216,1653007,14922,2,"GARAGE KING, INC.",GARAGE KING,3801  LAKE AVE  200A,GLENVIEW,IL,60025,,,,,1010,Limited Business License,,,53987,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
35518-20060216,1653045,15075,2,"GAME ZONE II, INC.","GAME ZONE II, INC.",8 S 511 BOUNDARY HIL   GROUN,NAPERVILLE,IL,60565,,,,,1046,Automatic Amusement Device Operator,,,35518,RENEW,,2005-12-21T00:00:00,2006-02-02T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-02T00:00:00,2006-02-02T00:00:00,AAI,,,,,
1333397-20060216,1653366,16289,3,MOSAHAN & ASSOCIATES INC,A & S CONSTRUCTION,3628  TORREY PINES PKWY  211,NORTHBROOK,IL,60062,,,,,1010,Limited Business License,,,1333397,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
45428-20060216,1653383,16338,3,DELTA VIDEO INC,DELTA VIDEO INC,6702 N CRAWFORD AVE  1ST,LINCOLNWOOD,IL,60712,,,,,1046,Automatic Amusement Device Operator,,,45428,RENEW,,2005-12-21T00:00:00,2006-02-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-23T00:00:00,2006-02-24T00:00:00,AAI,,,,,
48124-20060216,1653559,16949,2,FOREST KNOLL CONSTRUCTION,FOREST KNOLL CONSTRUCTION,2155  STONINGTON   203,HOFFMAN ESTATES,IL,60195,,,,,1010,Limited Business License,,,48124,RENEW,,2005-12-21T00:00:00,2006-02-09T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-09T00:00:00,2006-02-10T00:00:00,AAI,,,,,
50572-20060216,1653625,17332,1,"TELECOM GROUP, INC","TELECOM GROUP, INC.",1 E NORTHWEST HWY  201,PALATINE,IL,60067,,,,,1010,Limited Business License,,,50572,RENEW,,2005-12-21T00:00:00,2006-01-27T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-27T00:00:00,2006-01-30T00:00:00,AAI,,,,,
53766-20060216,1653750,17864,3,GIRISH N SAHAY,MEGA AMUSEMENT,10 S 059 SCHOGERS DR  UNIT,NAPERVILLE,IL,60564,,,,,1046,Automatic Amusement Device Operator,,,53766,RENEW,,2005-12-21T00:00:00,2006-02-27T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-27T00:00:00,2006-02-28T00:00:00,AAI,,,,,
54016-20060216,1653771,17914,2,MELLON LEASING CORPORATION,MELLON LEASING CORPORATION,4444  ONE MELLON LEAS   4444,PITTSBURGH,PA,15258,,,,,1010,Limited Business License,,,54016,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
59554-20060216,1653932,18888,2,J.ANDERSEN CONSTR.INC,J ANDERSEN CONSTR.INC.,331  EASTGROVE RD  1,RIVERSIDE,IL,60546,,,,,1010,Limited Business License,,,59554,RENEW,,2005-12-21T00:00:00,2006-01-20T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-20T00:00:00,2006-01-23T00:00:00,AAI,,,,,
1247609-20060216,1653957,19179,3,REGINO TORRES,TORRES CONSTRUCTION,513  156 PL  1ST,CALUMET CITY,IL,60409,,,,,1011,Home Repair,,,1247609,RENEW,,2005-12-21T00:00:00,2006-03-09T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-03-09T00:00:00,2006-03-10T00:00:00,AAI,,,,,
60878-20060216,1653958,19179,3,REGINO TORRES,TORRES CONSTRUCTION,513  156 PL  1ST,CALUMET CITY,IL,60409,,,,,1010,Limited Business License,,,60878,RENEW,,2005-12-21T00:00:00,2006-03-09T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-03-09T00:00:00,2006-03-10T00:00:00,AAI,,,,,
61060-20060216,1653966,19256,2,MITCH KROLCZYK,General Mechanical Heating and Cooling,7522 N NORA AVE  1,NILES,IL,60714,,,,,1010,Limited Business License,,,61060,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
62953-20060216,1654087,19856,2,VAN'S INDUSTRIAL,VAN'S INDUSTRIAL,231  CONDIT ST  1ST.F,HAMMOND,IN,46320,,,,,1010,Limited Business License,,,62953,RENEW,,2005-12-21T00:00:00,2006-01-24T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-24T00:00:00,2006-01-25T00:00:00,AAI,,,,,
63068-20060216,1654089,19876,2,IQ SOLUTIONS,IQ SOLUTIONS,1801 E NINTH ST  1500,CLEVELAND,OH,44114,,,,,1010,Limited Business License,,,63068,RENEW,,2005-12-21T00:00:00,2006-02-21T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-21T00:00:00,2006-02-22T00:00:00,AAI,,,,,
63120-20060216,1654090,19885,2,FRESH LOOK CONSTRUCTION INC.,FRESH LOOK CONSTRUCTION INC,1409 E HENRY   1,DES PLAINES,IL,60016,,,,,1011,Home Repair,,,63120,RENEW,,2005-12-21T00:00:00,2006-02-15T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-15T00:00:00,2006-02-16T00:00:00,AAI,,,,,
63235-20060216,1654093,19906,2,"PARAMOUNT MECHANICAL, INC.","PARAMOUNT MECHANICAL, INC.",7450  DUVAN DR  1ST,TINLEY PARK,IL,60477,,,,,1010,Limited Business License,,,63235,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
65395-20060216,1654169,20337,2,HIRSCH CONSTRUCTION CORP,HIRSCH CONSTRUCTION CORP,100  CONIFER HILL DR  306,DANVERS,MA,1923,,,,,1010,Limited Business License,,,65395,RENEW,,2005-12-21T00:00:00,2006-03-24T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-03-29T00:00:00,2006-03-30T00:00:00,AAI,,,,,
68055-20060216,1654236,20909,3,CAREFREE LAWN SPRINKLERS INC,CARE FREE LAWN SPRINKLERS INC,22049 S HOWELL DR  1,NEW LENOX,IL,60451,,,,,1010,Limited Business License,,,68055,RENEW,,2005-12-21T00:00:00,2006-02-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-23T00:00:00,2006-02-24T00:00:00,AAI,,,,,
70477-20060216,1654327,21429,2,SDD MECHANICAL SYSTEMS INC,SDD MECHANICAL SYSTEMS INC,450 S MINER   1,BENSENVILLE,IL,60106,,,,,1010,Limited Business License,,,70477,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
71712-20060216,1654380,21667,2,MICHAEL TANGNEY,TANGNEY SEWERS,39420  ROUTE 59   4-D,LAKE VILLA,IL,60046,,,,,1011,Home Repair,,,71712,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-14T00:00:00,2006-02-15T00:00:00,AAI,,,,,
72812-20060216,1654433,21935,2,"ASBACH & VANSELOW,INC","ASBACH & VANSELOW,INC",1000  BROWN ST  311,WAUCONDA,IL,60084,,,,,1010,Limited Business License,,,72812,RENEW,,2005-12-21T00:00:00,2006-03-06T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-03-21T00:00:00,2006-03-22T00:00:00,AAI,,,,,
1304993-20060216,1654483,22211,3,SUBURBAN ELEVATOR CO.,SUBURBAN ELEVATOR CO.,5  EXECUTIVE DR  1,SOUTH BARRINGTON,IL,60010,,,,,1010,Limited Business License,,,1304993,RENEW,,2005-12-21T00:00:00,2006-01-30T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-30T00:00:00,2006-01-31T00:00:00,AAI,,,,,
31092-20060216,1654573,22618,5,SIGNATURE FLIGHT SUPPORT,SIGNATURE FLIGHT SUPPORT CORP,521  OLD CARGO RD  O'HARE,CHICAGO,IL,60660,,,,,1010,Limited Business License,,,31092,RENEW,,2005-12-21T00:00:00,2006-02-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-23T00:00:00,2006-02-24T00:00:00,AAI,,,,,
1621057-20060216,1654598,22721,1,GEM COMMERCIAL INC,GEM COMMERCIAL INC,1302  INDUSTRIAL DR  UNITA,ITASCA,IL,60143,,,,,1010,Limited Business License,,,1621057,RENEW,,2005-12-21T00:00:00,2006-03-02T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-03-02T00:00:00,2006-03-02T00:00:00,AAI,,,,,
77833-20060216,1654639,22930,1,PEDRO DIAZ,HVAC COMFORT DIAZ,860 E OLD WILLOW RD  238,PROSPECT HEIGHTS,IL,60070,,,,,1010,Limited Business License,,,77833,RENEW,,2005-12-21T00:00:00,2006-05-11T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-05-11T00:00:00,2006-05-12T00:00:00,AAI,,,,,
78457-20060216,1654662,23098,1,PAGLIUCO DESIGN COMPANY,PAGLIUCO DESIGN COMPANY,509  DUANE ST  2,GLEN ELLYN,IL,60137,,,,,1010,Limited Business License,,,78457,RENEW,,2005-12-21T00:00:00,2006-01-20T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-20T00:00:00,2006-01-23T00:00:00,AAI,,,,,
1245064-20060216,1654670,23154,3,UNITED CONTRACTING INC,UNITED CONTRACTING,10996  FOUR SEASONS PL  100C,CROWN POINT,IN,46307,,,,,1010,Limited Business License,,,1245064,RENEW,,2005-12-21T00:00:00,2006-02-01T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-01T00:00:00,2006-02-02T00:00:00,AAI,,,,,
1226678-20060216,1655115,25415,1,ROY STROM REFUSE INC,ROY STROM REFUSE,1201  GREENWOOD AVE  1,MAYWOOD,IL,60153,,,,,1010,Limited Business License,,,1226678,RENEW,,2005-12-21T00:00:00,2006-06-03T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-06-03T00:00:00,2006-06-05T00:00:00,AAI,,,,,
1352928-20060216,1655179,25608,2,AREATHA CONSTRUCTION CO INC,AREATHA CONSTRUCTION CO. INC.,240 E LAKE   109,ADDISON,IL,60101,,,,,1010,Limited Business License,,,1352928,RENEW,,2005-12-21T00:00:00,2006-01-20T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-20T00:00:00,2006-01-23T00:00:00,AAI,,,,,
35892-20060216,1655401,26522,1,"RELIANT HEATING & COOLING, INC","RELIANT HEATING & COOLING, INC",5524 W 79 ST  OFFIC,BURBANK,IL,60459,,,,,1010,Limited Business License,,,35892,RENEW,,2005-12-21T00:00:00,2006-03-13T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-03-14T00:00:00,2006-03-14T00:00:00,AAI,,,,,
10997-20060216,1655419,26614,1,"R. E. BURKE SHEET METAL CO., INC.","R. E. BURKE SHEET METAL CO., INC.",7667  GROSS POINT RD  1,SKOKIE,IL,60077,,,,,1010,Limited Business License,,,10997,RENEW,,2005-12-21T00:00:00,2006-04-27T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-04-27T00:00:00,2006-04-28T00:00:00,AAI,,,,,
12495-20060216,1655496,27027,1,HASSE CONSTRUCTION CO INC,HASSE CONSTRUCTION CO INC,10  LINCOLN AVE  1ST,CALUMET CITY,IL,60409,,,,,1010,Limited Business License,,,12495,RENEW,,2005-12-21T00:00:00,2006-02-11T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-11T00:00:00,2006-02-14T00:00:00,AAI,,,,,
1621023-20060216,1655688,27756,4,"PREMIER BUILDING CONTRACTORS, INC.",PREMIER BUILDING CONTRACTORS,444  LAKE COOK RD  21,DEERFIELD,IL,60015,,,,,1010,Limited Business License,,,1621023,RENEW,,2005-12-21T00:00:00,2006-01-20T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-20T00:00:00,2006-01-23T00:00:00,AAI,,,,,
15646-20060216,1655704,27833,1,CULVER ROOFING INC,CULVER ROOFING INC,4050 W 4TH AVE  1,GARY,IN,46406,,,,,1010,Limited Business License,,,15646,RENEW,,2005-12-21T00:00:00,2006-02-01T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-01T00:00:00,2006-02-02T00:00:00,AAI,,,,,
1479504-20060216,1655791,28087,2,HEZCORP CONSTRUCTION SER INC,"HEZCORP CONSTRUCTION SERV, INC",678  BROADWAY` ST  100,LIBERTYVILLE,IL,60048,,,,,1010,Limited Business License,,,1479504,RENEW,,2005-12-21T00:00:00,2006-01-27T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-27T00:00:00,2006-01-30T00:00:00,AAI,,,,,
16833-20060216,1655811,28147,1,OAK BROOK MECHANICAL SER INC,OAK BROOK MECHICAL SER INC,961 S RT 83   1ST,ELMHURST,IL,60126,,,,,1010,Limited Business License,,,16833,RENEW,,2005-12-21T00:00:00,2006-01-17T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-17T00:00:00,2006-01-18T00:00:00,AAI,,,,,
16937-20060216,1655834,28179,1,DISCOUNT FENCE CO INC,DISCOUNT FENCE CO INC,550 W 162ND ST  1ST,SOUTH HOLLAND,IL,60473,,,,,1010,Limited Business License,,,16937,RENEW,,2005-12-21T00:00:00,2006-01-17T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-17T00:00:00,2006-01-18T00:00:00,AAI,,,,,
17220-20060216,1655859,28261,1,HOLLWAY MEYER'S INC,HOLLAWAY MEYER'S INC,950  165TH ST  1,HAMMOND,IN,46324,,,,,1010,Limited Business License,,,17220,RENEW,,2005-12-21T00:00:00,2006-01-17T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-17T00:00:00,2006-01-18T00:00:00,AAI,,,,,
17474-20060216,1655872,28330,1,R RUDNICK & CO,R RUDNICK & CO,1040 S MILWAUKEE   FIRST,WHEELING,IL,60090,,,,,1010,Limited Business License,,,17474,RENEW,,2005-12-21T00:00:00,2006-01-13T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-13T00:00:00,2006-01-17T00:00:00,AAI,,,,,
17483-20060216,1655873,28332,1,"TRI-NORTH BUILDERS, INC.",TRI-NORTH BUILDERS,717  POST RD  1ST,MADISON,WI,53713,,,,,1010,Limited Business License,,,17483,RENEW,,2005-12-21T00:00:00,2006-01-27T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-27T00:00:00,2006-01-30T00:00:00,AAI,,,,,
17651-20060216,1655882,28379,1,J R ERNEST CONST CO,J R ERNEST CONST CO,175 E HAWTHORN PKWY  240,VERNON HILLS,IL,60061,,,,,1010,Limited Business License,,,17651,RENEW,,2005-12-21T00:00:00,2006-02-21T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-02-21T00:00:00,2006-02-22T00:00:00,AAI,,,,,
1139912-20060216,1655895,28423,2,EFRAIM CARLSON & SON,E FRAIM CARLSON & SON INC,14052  PETRONELLA DR  105,LIBERTYVILLE,IL,60048,,,,,1010,Limited Business License,,,1139912,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
17826-20060216,1655898,28431,1,AREA SHEET METAL INC,AREA SHEET METAL INC,409  SHELBY   1,HOBART,IN,46342,,,,,1010,Limited Business License,,,17826,RENEW,,2005-12-21T00:00:00,2006-01-18T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-18T00:00:00,2006-01-19T00:00:00,AAI,,,,,
17990-20060216,1655912,28465,1,"KARLSON ENTERPRISES, INC.",KARLSON ENTERPRISES INC,14935 S 88TH AVE  1,ORLAND PARK,IL,60462,,,,,1010,Limited Business License,,,17990,RENEW,,2005-12-21T00:00:00,2006-01-26T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-26T00:00:00,2006-01-27T00:00:00,AAI,,,,,
1594717-20060216,1655920,28484,2,CHICAGO ADVENTURES,"CHICAGO ADVENTURES, INC.",4308 W PRATT   1,LINCOLNWOOD,IL,60712,,,,,1133,Broker,,,1594717,RENEW,,2005-12-21T00:00:00,2006-04-13T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-04-13T00:00:00,2006-04-14T00:00:00,AAI,,,,,
18959-20060216,1655952,28631,1,JOLICOEUR METAL & HEATING CO,JOLICOEUR METAL & HEATING CO,601  JEFFERSON   1,BENSENVILLE,IL,60106,,,,,1010,Limited Business License,,,18959,RENEW,,2005-12-21T00:00:00,2006-01-27T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-27T00:00:00,2006-01-30T00:00:00,AAI,,,,,
19008-20060216,1655956,28643,1,JANUSZ ZAWADZKI,J. Z. GENERAL CONSTRUCTION,722 S ROOSEVELT   1,ARLINGTON HEIGHTS,IL,60005,,,,,1010,Limited Business License,,,19008,RENEW,,2005-12-21T00:00:00,2006-01-17T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-17T00:00:00,2006-01-18T00:00:00,AAI,,,,,
19488-20060216,1655985,28777,1,NORPRO SERVICES LTD.,NORPRO SERVICES LTD,921  LARAMIE   1,GLENVIEW,IL,60025,,,,,1010,Limited Business License,,,19488,RENEW,,2005-12-21T00:00:00,2006-01-15T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-16T00:00:00,2006-01-17T00:00:00,AAI,,,,,
19510-20060216,1655988,28787,1,QUICK CONSTRUCTION CO,QUICK CONSTRUCTION CO,7230 S HARLEM AVE  1,BRIDGEVIEW,IL,60455,,,,,1010,Limited Business License,,,19510,RENEW,,2005-12-21T00:00:00,2006-01-20T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-20T00:00:00,2006-01-23T00:00:00,AAI,,,,,
19582-20060216,1655993,28808,1,PARENTI & RAFFAELLI LIMITED,PARENTI & RAFFAELLI LTD,215 E PROSPECT AVE  1ST,MOUNT PROSPECT,IL,60056,,,,,1010,Limited Business License,,,19582,RENEW,,2005-12-21T00:00:00,2006-01-20T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-20T00:00:00,2006-01-23T00:00:00,AAI,,,,,
19657-20060216,1655995,28828,1,"PETER SCHWABE, INC.","Peter Schwabe, Inc",13890  BISHOP DR  100,BROOKFIELD,WI,53005,,,,,1010,Limited Business License,,,19657,RENEW,,2005-12-21T00:00:00,2006-01-23T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-01-23T00:00:00,2006-01-24T00:00:00,AAI,,,,,
19852-20060216,1656012,28892,1,FRANCHI'S CONSTRUCTION,FRANCHI'S CONSTRUCTION,1483  DES PLAINES   1ST,DES PLAINES,IL,60018,,,,,1011,Home Repair,,,19852,RENEW,,2005-12-21T00:00:00,2006-02-27T00:00:00,N,2006-02-16T00:00:00,2007-02-15T00:00:00,2006-03-23T00:00:00,2006-03-24T00:00:00,AAI,,,,,
